ownership_id,ticket_id,owner_id,acquired_at,acquired_via
144,144,18,2026-05-16 12:00:00,PURCHASE
145,145,18,2026-05-16 12:00:00,PURCHASE
146,146,80,2026-05-14 12:00:00,PURCHASE
147,147,80,2026-05-14 12:00:00,PURCHASE
148,148,114,2026-05-08 12:00:00,PURCHASE
149,149,114,2026-05-08 12:00:00,PURCHASE
150,150,24,2026-05-10 12:00:00,PURCHASE
151,151,24,2026-05-10 12:00:00,PURCHASE
152,152,50,2026-04-23 12:00:00,PURCHASE
153,153,50,2026-04-23 12:00:00,PURCHASE
154,154,12,2026-05-09 12:00:00,PURCHASE
155,155,12,2026-05-09 12:00:00,PURCHASE
156,156,12,2026-05-09 12:00:00,PURCHASE
157,157,12,2026-05-09 12:00:00,PURCHASE
158,158,105,2026-04-29 12:00:00,PURCHASE
159,159,105,2026-04-29 12:00:00,PURCHASE
160,160,105,2026-04-29 12:00:00,PURCHASE
161,161,102,2026-05-17 12:00:00,PURCHASE
162,162,63,2026-05-15 12:00:00,PURCHASE
163,163,63,2026-05-15 12:00:00,PURCHASE
164,164,63,2026-05-15 12:00:00,PURCHASE
165,165,26,2026-05-14 12:00:00,PURCHASE
166,166,26,2026-05-14 12:00:00,PURCHASE
167,167,26,2026-05-14 12:00:00,PURCHASE
168,168,26,2026-05-14 12:00:00,PURCHASE
169,169,44,2026-05-18 12:00:00,PURCHASE
170,170,44,2026-05-18 12:00:00,PURCHASE
171,171,44,2026-05-18 12:00:00,PURCHASE
172,172,22,2026-05-05 12:00:00,PURCHASE
173,173,22,2026-05-05 12:00:00,PURCHASE
174,174,29,2026-05-21 12:00:00,PURCHASE
175,175,29,2026-05-21 12:00:00,PURCHASE
176,176,29,2026-05-21 12:00:00,PURCHASE
177,177,47,2026-04-27 12:00:00,PURCHASE
178,178,47,2026-04-27 12:00:00,PURCHASE
179,179,73,2026-05-18 12:00:00,PURCHASE
180,180,73,2026-05-18 12:00:00,PURCHASE
181,181,73,2026-05-18 12:00:00,PURCHASE
182,182,73,2026-05-18 12:00:00,PURCHASE
183,183,35,2026-05-09 12:00:00,PURCHASE
184,184,41,2026-04-27 12:00:00,PURCHASE
185,185,41,2026-04-27 12:00:00,PURCHASE
186,186,57,2026-05-04 12:00:00,PURCHASE
187,187,65,2026-05-11 12:00:00,PURCHASE
188,188,18,2026-05-06 12:00:00,PURCHASE
189,189,45,2026-04-25 12:00:00,PURCHASE
190,190,7,2026-04-24 12:00:00,PURCHASE
191,191,7,2026-04-24 12:00:00,PURCHASE
192,192,7,2026-04-24 12:00:00,PURCHASE
193,193,12,2026-05-16 12:00:00,PURCHASE
194,194,12,2026-05-16 12:00:00,PURCHASE
195,195,12,2026-05-16 12:00:00,PURCHASE
196,196,12,2026-05-16 12:00:00,PURCHASE
197,197,116,2026-05-03 12:00:00,PURCHASE
198,198,87,2026-04-24 12:00:00,PURCHASE
199,199,87,2026-04-24 12:00:00,PURCHASE
200,200,89,2026-04-28 12:00:00,PURCHASE
201,201,89,2026-04-28 12:00:00,PURCHASE
202,202,89,2026-04-28 12:00:00,PURCHASE
203,203,62,2026-05-15 12:00:00,PURCHASE
204,204,68,2026-05-12 12:00:00,PURCHASE
205,205,68,2026-05-12 12:00:00,PURCHASE
206,206,68,2026-05-12 12:00:00,PURCHASE
207,207,16,2026-05-14 12:00:00,PURCHASE
208,208,16,2026-05-14 12:00:00,PURCHASE
209,209,70,2026-05-02 12:00:00,PURCHASE
210,210,70,2026-05-02 12:00:00,PURCHASE
211,211,70,2026-05-02 12:00:00,PURCHASE
212,212,110,2026-05-07 12:00:00,PURCHASE
213,213,110,2026-05-07 12:00:00,PURCHASE
214,214,110,2026-05-07 12:00:00,PURCHASE
215,215,110,2026-05-07 12:00:00,PURCHASE
216,216,57,2026-04-26 12:00:00,PURCHASE
217,217,57,2026-04-26 12:00:00,PURCHASE
218,218,55,2026-05-17 12:00:00,PURCHASE
219,219,55,2026-05-17 12:00:00,PURCHASE
220,220,55,2026-05-17 12:00:00,PURCHASE
221,221,106,2026-05-22 12:00:00,PURCHASE
222,222,106,2026-05-22 12:00:00,PURCHASE
223,223,21,2026-05-04 12:00:00,PURCHASE
224,224,21,2026-05-04 12:00:00,PURCHASE
225,225,21,2026-05-04 12:00:00,PURCHASE
226,226,22,2026-05-11 12:00:00,PURCHASE
227,227,80,2026-05-22 12:00:00,PURCHASE
228,228,80,2026-05-22 12:00:00,PURCHASE
229,229,53,2026-05-06 12:00:00,PURCHASE
230,230,106,2026-05-16 12:00:00,PURCHASE
231,231,106,2026-05-16 12:00:00,PURCHASE
232,232,106,2026-05-16 12:00:00,PURCHASE
233,233,106,2026-05-16 12:00:00,PURCHASE
234,234,108,2026-04-23 12:00:00,PURCHASE
235,235,108,2026-04-23 12:00:00,PURCHASE
236,236,108,2026-04-23 12:00:00,PURCHASE
237,237,108,2026-04-23 12:00:00,PURCHASE
238,238,77,2026-05-10 12:00:00,PURCHASE
239,239,111,2026-05-21 12:00:00,PURCHASE
240,240,111,2026-05-21 12:00:00,PURCHASE
241,241,111,2026-05-21 12:00:00,PURCHASE
242,242,96,2026-05-13 12:00:00,PURCHASE
243,243,46,2026-04-26 12:00:00,PURCHASE
244,244,46,2026-04-26 12:00:00,PURCHASE
245,245,34,2026-05-15 12:00:00,PURCHASE
246,246,64,2026-05-17 12:00:00,PURCHASE
247,247,64,2026-05-17 12:00:00,PURCHASE
248,248,64,2026-05-17 12:00:00,PURCHASE
249,249,64,2026-05-17 12:00:00,PURCHASE
250,250,73,2026-05-01 12:00:00,PURCHASE
251,251,73,2026-05-01 12:00:00,PURCHASE
252,252,73,2026-05-01 12:00:00,PURCHASE
253,253,52,2026-05-03 12:00:00,PURCHASE
254,254,45,2026-05-02 12:00:00,PURCHASE
255,255,45,2026-05-02 12:00:00,PURCHASE
256,256,99,2026-05-10 12:00:00,PURCHASE
257,257,99,2026-05-10 12:00:00,PURCHASE
258,258,72,2026-05-12 12:00:00,PURCHASE
259,259,72,2026-05-12 12:00:00,PURCHASE
260,260,106,2026-04-29 12:00:00,PURCHASE
261,261,106,2026-04-29 12:00:00,PURCHASE
262,262,106,2026-04-29 12:00:00,PURCHASE
263,263,106,2026-04-29 12:00:00,PURCHASE
264,264,15,2026-05-09 12:00:00,PURCHASE
265,265,15,2026-05-09 12:00:00,PURCHASE
266,266,15,2026-05-09 12:00:00,PURCHASE
267,267,17,2026-05-08 12:00:00,PURCHASE
268,268,39,2026-04-27 12:00:00,PURCHASE
269,269,39,2026-04-27 12:00:00,PURCHASE
270,270,39,2026-04-27 12:00:00,PURCHASE
271,271,39,2026-04-27 12:00:00,PURCHASE
272,272,58,2026-05-18 12:00:00,PURCHASE
273,273,58,2026-05-18 12:00:00,PURCHASE
274,274,58,2026-05-18 12:00:00,PURCHASE
275,275,58,2026-05-18 12:00:00,PURCHASE
276,276,92,2026-05-04 12:00:00,PURCHASE
277,277,26,2026-05-11 12:00:00,PURCHASE
278,278,26,2026-05-11 12:00:00,PURCHASE
279,279,26,2026-05-11 12:00:00,PURCHASE
280,280,25,2026-05-08 12:00:00,PURCHASE
281,281,25,2026-05-08 12:00:00,PURCHASE
282,282,25,2026-05-08 12:00:00,PURCHASE
283,283,25,2026-05-08 12:00:00,PURCHASE
284,284,61,2026-05-06 12:00:00,PURCHASE
285,285,61,2026-05-06 12:00:00,PURCHASE
286,286,61,2026-05-06 12:00:00,PURCHASE
287,287,61,2026-05-06 12:00:00,PURCHASE
288,288,80,2026-05-18 12:00:00,PURCHASE
289,289,80,2026-05-18 12:00:00,PURCHASE
290,290,80,2026-05-18 12:00:00,PURCHASE
291,291,80,2026-05-18 12:00:00,PURCHASE
292,292,49,2026-05-14 12:00:00,PURCHASE
293,293,49,2026-05-14 12:00:00,PURCHASE
294,294,49,2026-05-14 12:00:00,PURCHASE
295,295,49,2026-05-14 12:00:00,PURCHASE
296,296,37,2026-05-20 12:00:00,PURCHASE
297,297,37,2026-05-20 12:00:00,PURCHASE
298,298,54,2026-05-10 12:00:00,PURCHASE
299,299,54,2026-05-10 12:00:00,PURCHASE
300,300,54,2026-05-10 12:00:00,PURCHASE
301,301,22,2026-05-15 12:00:00,PURCHASE
302,302,22,2026-05-15 12:00:00,PURCHASE
303,303,22,2026-05-15 12:00:00,PURCHASE
304,304,22,2026-05-15 12:00:00,PURCHASE
305,305,14,2026-05-01 12:00:00,PURCHASE
306,306,14,2026-05-01 12:00:00,PURCHASE
307,307,14,2026-05-01 12:00:00,PURCHASE
308,308,86,2026-05-14 12:00:00,PURCHASE
309,309,86,2026-05-14 12:00:00,PURCHASE
310,310,86,2026-05-14 12:00:00,PURCHASE
311,311,86,2026-05-14 12:00:00,PURCHASE
312,312,16,2026-05-09 12:00:00,PURCHASE
313,313,16,2026-05-09 12:00:00,PURCHASE
314,314,16,2026-05-09 12:00:00,PURCHASE
315,315,28,2026-05-04 12:00:00,PURCHASE
316,316,28,2026-05-04 12:00:00,PURCHASE
317,317,28,2026-05-04 12:00:00,PURCHASE
318,318,71,2026-05-07 12:00:00,PURCHASE
319,319,71,2026-05-07 12:00:00,PURCHASE
320,320,10,2026-04-26 12:00:00,PURCHASE
321,321,10,2026-04-26 12:00:00,PURCHASE
322,322,10,2026-04-26 12:00:00,PURCHASE
323,323,10,2026-04-26 12:00:00,PURCHASE
324,324,16,2026-05-12 12:00:00,PURCHASE
325,325,16,2026-05-12 12:00:00,PURCHASE
326,326,16,2026-05-12 12:00:00,PURCHASE
327,327,86,2026-04-26 12:00:00,PURCHASE
328,328,86,2026-04-26 12:00:00,PURCHASE
329,329,32,2026-05-15 12:00:00,PURCHASE
330,330,32,2026-05-15 12:00:00,PURCHASE
331,331,84,2026-04-27 12:00:00,PURCHASE
332,332,84,2026-04-27 12:00:00,PURCHASE
333,333,84,2026-04-27 12:00:00,PURCHASE
334,334,95,2026-04-27 12:00:00,PURCHASE
335,335,95,2026-04-27 12:00:00,PURCHASE
336,336,30,2026-05-13 12:00:00,PURCHASE
337,337,30,2026-05-13 12:00:00,PURCHASE
338,338,39,2026-05-01 12:00:00,PURCHASE
339,339,50,2026-05-20 12:00:00,PURCHASE
340,340,50,2026-05-20 12:00:00,PURCHASE
341,341,50,2026-05-20 12:00:00,PURCHASE
342,342,50,2026-05-20 12:00:00,PURCHASE
343,343,23,2026-05-19 12:00:00,PURCHASE
344,344,23,2026-05-19 12:00:00,PURCHASE
345,345,23,2026-05-19 12:00:00,PURCHASE
346,346,92,2026-04-24 12:00:00,PURCHASE
347,347,72,2026-05-14 12:00:00,PURCHASE
348,348,72,2026-05-14 12:00:00,PURCHASE
349,349,56,2026-05-11 12:00:00,PURCHASE
350,350,56,2026-05-11 12:00:00,PURCHASE
351,351,56,2026-05-11 12:00:00,PURCHASE
352,352,10,2026-04-28 12:00:00,PURCHASE
353,353,11,2026-04-25 12:00:00,PURCHASE
354,354,87,2026-04-30 12:00:00,PURCHASE
355,355,87,2026-04-30 12:00:00,PURCHASE
356,356,87,2026-04-30 12:00:00,PURCHASE
357,357,15,2026-05-03 12:00:00,PURCHASE
358,358,15,2026-05-03 12:00:00,PURCHASE
359,359,15,2026-05-03 12:00:00,PURCHASE
360,360,87,2026-05-17 12:00:00,PURCHASE
361,361,88,2026-05-06 12:00:00,PURCHASE
362,362,88,2026-05-06 12:00:00,PURCHASE
363,363,88,2026-05-06 12:00:00,PURCHASE
364,364,104,2026-04-29 12:00:00,PURCHASE
365,365,104,2026-04-29 12:00:00,PURCHASE
366,366,104,2026-04-29 12:00:00,PURCHASE
367,367,66,2026-04-27 12:00:00,PURCHASE
368,368,66,2026-04-27 12:00:00,PURCHASE
369,369,68,2026-04-24 12:00:00,PURCHASE
370,370,65,2026-05-01 12:00:00,PURCHASE
371,371,65,2026-05-01 12:00:00,PURCHASE
372,372,36,2026-05-03 12:00:00,PURCHASE
373,373,36,2026-05-03 12:00:00,PURCHASE
374,374,36,2026-05-03 12:00:00,PURCHASE
375,375,36,2026-05-03 12:00:00,PURCHASE
376,376,46,2026-05-02 12:00:00,PURCHASE
377,377,46,2026-05-02 12:00:00,PURCHASE
378,378,46,2026-05-02 12:00:00,PURCHASE
379,379,46,2026-05-02 12:00:00,PURCHASE
380,380,52,2026-05-04 12:00:00,PURCHASE
381,381,52,2026-05-04 12:00:00,PURCHASE
382,382,52,2026-05-04 12:00:00,PURCHASE
383,383,52,2026-05-04 12:00:00,PURCHASE
384,384,27,2026-04-25 12:00:00,PURCHASE
385,385,27,2026-04-25 12:00:00,PURCHASE
386,386,27,2026-04-25 12:00:00,PURCHASE
387,387,44,2026-04-28 12:00:00,PURCHASE
388,388,44,2026-04-28 12:00:00,PURCHASE
389,389,44,2026-04-28 12:00:00,PURCHASE
390,390,58,2026-05-09 12:00:00,PURCHASE
391,391,58,2026-05-09 12:00:00,PURCHASE
392,392,87,2026-05-04 12:00:00,PURCHASE
393,393,87,2026-05-04 12:00:00,PURCHASE
394,394,87,2026-05-04 12:00:00,PURCHASE
395,395,10,2026-05-21 12:00:00,PURCHASE
396,396,39,2026-05-05 12:00:00,PURCHASE
397,397,39,2026-05-05 12:00:00,PURCHASE
398,398,81,2026-05-14 12:00:00,PURCHASE
399,399,81,2026-05-14 12:00:00,PURCHASE
400,400,81,2026-05-14 12:00:00,PURCHASE
401,401,63,2026-05-18 12:00:00,PURCHASE
402,402,63,2026-05-18 12:00:00,PURCHASE
403,403,63,2026-05-18 12:00:00,PURCHASE
404,404,89,2026-04-29 12:00:00,PURCHASE
405,405,91,2026-05-21 12:00:00,PURCHASE
406,406,38,2026-05-19 12:00:00,PURCHASE
407,407,38,2026-05-19 12:00:00,PURCHASE
408,408,38,2026-05-19 12:00:00,PURCHASE
409,409,67,2026-05-05 12:00:00,PURCHASE
410,410,102,2026-05-03 12:00:00,PURCHASE
411,411,102,2026-05-03 12:00:00,PURCHASE
412,412,102,2026-05-03 12:00:00,PURCHASE
413,413,39,2026-05-21 12:00:00,PURCHASE
414,414,39,2026-05-21 12:00:00,PURCHASE
415,415,39,2026-05-21 12:00:00,PURCHASE
416,416,39,2026-05-21 12:00:00,PURCHASE
417,417,103,2026-04-29 12:00:00,PURCHASE
418,418,103,2026-04-29 12:00:00,PURCHASE
419,419,103,2026-04-29 12:00:00,PURCHASE
420,420,64,2026-04-23 12:00:00,PURCHASE
421,421,53,2026-05-09 12:00:00,PURCHASE
422,422,53,2026-05-09 12:00:00,PURCHASE
423,423,53,2026-05-09 12:00:00,PURCHASE
424,424,53,2026-05-09 12:00:00,PURCHASE
425,425,99,2026-05-17 12:00:00,PURCHASE
426,426,99,2026-05-17 12:00:00,PURCHASE
427,427,63,2026-05-10 12:00:00,PURCHASE
428,428,63,2026-05-10 12:00:00,PURCHASE
429,429,63,2026-05-10 12:00:00,PURCHASE
430,430,53,2026-05-21 12:00:00,PURCHASE
431,431,16,2026-05-12 12:00:00,PURCHASE
432,432,16,2026-05-12 12:00:00,PURCHASE
433,433,16,2026-05-12 12:00:00,PURCHASE
434,434,68,2026-05-07 12:00:00,PURCHASE
435,435,68,2026-05-07 12:00:00,PURCHASE
436,436,110,2026-05-09 12:00:00,PURCHASE
437,437,110,2026-05-09 12:00:00,PURCHASE
438,438,110,2026-05-09 12:00:00,PURCHASE
439,439,95,2026-05-18 12:00:00,PURCHASE
440,440,95,2026-05-18 12:00:00,PURCHASE
441,441,95,2026-05-18 12:00:00,PURCHASE
442,442,69,2026-05-18 12:00:00,PURCHASE
443,443,69,2026-05-18 12:00:00,PURCHASE
444,444,69,2026-05-18 12:00:00,PURCHASE
445,445,69,2026-05-18 12:00:00,PURCHASE
446,446,81,2026-04-26 12:00:00,PURCHASE
447,447,81,2026-04-26 12:00:00,PURCHASE
448,448,81,2026-04-26 12:00:00,PURCHASE
449,449,87,2026-05-15 12:00:00,PURCHASE
450,450,87,2026-05-15 12:00:00,PURCHASE
451,451,87,2026-05-15 12:00:00,PURCHASE
452,452,48,2026-05-14 12:00:00,PURCHASE
453,453,40,2026-04-27 12:00:00,PURCHASE
454,454,99,2026-04-24 12:00:00,PURCHASE
455,455,99,2026-04-24 12:00:00,PURCHASE
456,456,99,2026-04-24 12:00:00,PURCHASE
457,457,99,2026-04-24 12:00:00,PURCHASE
458,458,80,2026-05-06 12:00:00,PURCHASE
459,459,26,2026-05-21 12:00:00,PURCHASE
460,460,26,2026-05-21 12:00:00,PURCHASE
461,461,26,2026-05-21 12:00:00,PURCHASE
462,462,26,2026-05-21 12:00:00,PURCHASE
463,463,77,2026-05-02 12:00:00,PURCHASE
464,464,77,2026-05-02 12:00:00,PURCHASE
465,465,77,2026-05-02 12:00:00,PURCHASE
466,466,77,2026-05-02 12:00:00,PURCHASE
467,467,83,2026-05-05 12:00:00,PURCHASE
468,468,83,2026-05-05 12:00:00,PURCHASE
469,469,83,2026-05-05 12:00:00,PURCHASE
470,470,114,2026-05-02 12:00:00,PURCHASE
471,471,87,2026-05-05 12:00:00,PURCHASE
472,472,87,2026-05-05 12:00:00,PURCHASE
473,473,87,2026-05-05 12:00:00,PURCHASE
474,474,41,2026-05-01 12:00:00,PURCHASE
475,475,41,2026-05-01 12:00:00,PURCHASE
476,476,41,2026-05-01 12:00:00,PURCHASE
477,477,41,2026-05-01 12:00:00,PURCHASE
478,478,19,2026-05-17 12:00:00,PURCHASE
479,479,19,2026-05-17 12:00:00,PURCHASE
480,480,26,2026-05-20 12:00:00,PURCHASE
481,481,26,2026-05-20 12:00:00,PURCHASE
482,482,26,2026-05-20 12:00:00,PURCHASE
483,483,20,2026-04-23 12:00:00,PURCHASE
484,484,24,2026-04-27 12:00:00,PURCHASE
485,485,24,2026-04-27 12:00:00,PURCHASE
486,486,24,2026-04-27 12:00:00,PURCHASE
487,487,25,2026-05-06 12:00:00,PURCHASE
488,488,77,2026-05-03 12:00:00,PURCHASE
489,489,40,2026-05-13 12:00:00,PURCHASE
490,490,40,2026-05-13 12:00:00,PURCHASE
491,491,40,2026-05-13 12:00:00,PURCHASE
492,492,35,2026-05-13 12:00:00,PURCHASE
493,493,35,2026-05-13 12:00:00,PURCHASE
494,494,35,2026-05-13 12:00:00,PURCHASE
495,495,25,2026-04-25 12:00:00,PURCHASE
496,496,25,2026-04-25 12:00:00,PURCHASE
497,497,25,2026-04-25 12:00:00,PURCHASE
498,498,60,2026-05-03 12:00:00,PURCHASE
499,499,76,2026-04-24 12:00:00,PURCHASE
500,500,76,2026-04-24 12:00:00,PURCHASE
501,501,76,2026-04-24 12:00:00,PURCHASE
502,502,43,2026-04-28 12:00:00,PURCHASE
503,503,92,2026-04-29 12:00:00,PURCHASE
504,504,92,2026-04-29 12:00:00,PURCHASE
505,505,92,2026-04-29 12:00:00,PURCHASE
506,506,92,2026-04-29 12:00:00,PURCHASE
507,507,42,2026-05-01 12:00:00,PURCHASE
508,508,42,2026-05-01 12:00:00,PURCHASE
509,509,42,2026-05-01 12:00:00,PURCHASE
510,510,66,2026-05-11 12:00:00,PURCHASE
511,511,76,2026-04-26 12:00:00,PURCHASE
512,512,76,2026-04-26 12:00:00,PURCHASE
513,513,76,2026-04-26 12:00:00,PURCHASE
514,514,76,2026-04-26 12:00:00,PURCHASE
515,515,36,2026-05-08 12:00:00,PURCHASE
516,516,36,2026-05-08 12:00:00,PURCHASE
517,517,36,2026-05-08 12:00:00,PURCHASE
518,518,36,2026-05-08 12:00:00,PURCHASE
519,519,45,2026-05-13 12:00:00,PURCHASE
520,520,45,2026-05-13 12:00:00,PURCHASE
521,521,102,2026-05-18 12:00:00,PURCHASE
522,522,20,2026-05-02 12:00:00,PURCHASE
523,523,20,2026-05-02 12:00:00,PURCHASE
524,524,20,2026-05-02 12:00:00,PURCHASE
525,525,20,2026-05-02 12:00:00,PURCHASE
526,526,8,2026-05-04 12:00:00,PURCHASE
527,527,54,2026-05-01 12:00:00,PURCHASE
528,528,54,2026-05-01 12:00:00,PURCHASE
529,529,29,2026-04-30 12:00:00,PURCHASE
530,530,29,2026-04-30 12:00:00,PURCHASE
531,531,110,2026-05-16 12:00:00,PURCHASE
532,532,110,2026-05-16 12:00:00,PURCHASE
533,533,110,2026-05-16 12:00:00,PURCHASE
534,534,102,2026-05-19 12:00:00,PURCHASE
535,535,102,2026-05-19 12:00:00,PURCHASE
536,536,102,2026-05-19 12:00:00,PURCHASE
