performance_id,seat_id,hold_type,ticket_id
5,3793,SOLD,382
5,3833,SOLD,383
5,3936,SOLD,384
5,3875,SOLD,385
5,3479,SOLD,386
5,4025,SOLD,387
5,3961,SOLD,388
5,3695,SOLD,389
5,3646,SOLD,390
5,3573,SOLD,391
5,4016,SOLD,392
5,4071,SOLD,393
5,3553,SOLD,394
5,3926,SOLD,395
5,3710,SOLD,396
5,3635,SOLD,397
5,3651,SOLD,398
5,3714,SOLD,399
5,3454,SOLD,400
5,3461,SOLD,401
5,3982,SOLD,402
5,4100,SOLD,403
5,3909,SOLD,404
5,3925,SOLD,405
5,3438,SOLD,406
5,4037,SOLD,407
5,4104,SOLD,408
5,3964,SOLD,409
5,3537,SOLD,410
5,4094,SOLD,411
5,3511,SOLD,412
5,3706,SOLD,413
5,4085,SOLD,414
5,3527,SOLD,415
5,3701,SOLD,416
5,3963,SOLD,417
5,3938,SOLD,418
5,3484,SOLD,419
5,3491,SOLD,420
5,3519,SOLD,421
5,3950,SOLD,422
5,3884,SOLD,423
5,3572,SOLD,424
5,4103,SOLD,425
5,3967,SOLD,426
5,3597,SOLD,427
5,3800,SOLD,428
5,3561,SOLD,429
5,4033,SOLD,430
5,4120,SOLD,431
5,3490,SOLD,432
5,4005,SOLD,433
5,3951,SOLD,434
5,3514,SOLD,435
5,3765,SOLD,436
5,3600,SOLD,437
5,3554,SOLD,438
5,3445,SOLD,439
5,3824,SOLD,440
5,3532,SOLD,441
5,3921,SOLD,442
5,3846,SOLD,443
5,4079,SOLD,444
5,3769,SOLD,445
5,4078,SOLD,446
5,3807,SOLD,447
5,3664,SOLD,448
5,4146,SOLD,449
5,3607,SOLD,450
5,4102,SOLD,451
5,3493,SOLD,452
5,4063,SOLD,453
5,3633,SOLD,454
5,4126,SOLD,455
5,3805,SOLD,456
5,4004,SOLD,457
5,3997,SOLD,458
5,3719,SOLD,459
5,3492,SOLD,460
5,4110,SOLD,461
5,4084,SOLD,462
5,3791,SOLD,463
5,3832,SOLD,464
5,3713,SOLD,465
5,3908,SOLD,466
5,3856,SOLD,467
5,4083,SOLD,468
5,3567,SOLD,469
5,3892,SOLD,470
5,3533,SOLD,471
5,3565,SOLD,472
5,3976,SOLD,473
5,3571,SOLD,474
5,3853,SOLD,475
5,3919,SOLD,476
5,3616,SOLD,477
5,4024,SOLD,478
5,3644,SOLD,479
5,3731,SOLD,480
5,3752,SOLD,481
5,3659,SOLD,482
5,3941,SOLD,483
5,3869,SOLD,484
5,3652,SOLD,485
5,4111,SOLD,486
5,4001,SOLD,487
5,3518,SOLD,488
5,3539,SOLD,489
5,3628,SOLD,490
5,3663,SOLD,491
5,3564,SOLD,492
5,3847,SOLD,493
5,3536,SOLD,494
5,3529,SOLD,495
5,3627,SOLD,496
5,3522,SOLD,497
5,3687,SOLD,498
5,3449,SOLD,499
5,3862,SOLD,500
5,4096,SOLD,501
5,3746,SOLD,502
5,3916,SOLD,503
5,3927,SOLD,504
5,4127,SOLD,505
5,4081,SOLD,506
5,4014,SOLD,507
5,3470,SOLD,508
5,3495,SOLD,509
5,3745,SOLD,510
5,3483,SOLD,511
5,3589,SOLD,512
5,3453,SOLD,513
5,3739,SOLD,514
5,3544,SOLD,515
5,3551,SOLD,516
5,4017,SOLD,517
5,3464,SOLD,518
5,3503,SOLD,519
5,3894,SOLD,520
5,4128,SOLD,521
5,3790,SOLD,522
5,4143,SOLD,523
5,4060,SOLD,524
5,4072,SOLD,525
5,4034,SOLD,526
5,4069,SOLD,527
5,3630,SOLD,528
5,3591,SOLD,529
5,3562,SOLD,530
5,3994,SOLD,531
5,3932,SOLD,532
5,3654,SOLD,533
5,3611,SOLD,534
5,3835,SOLD,535
5,4075,SOLD,536
5,3937,SOLD,537
5,3873,SOLD,538
5,3707,SOLD,539
5,3981,SOLD,540
5,4067,SOLD,541
5,3485,SOLD,542
5,4019,SOLD,543
5,3906,SOLD,544
5,3509,SOLD,545
5,3698,SOLD,546
5,3693,SOLD,547
5,3498,SOLD,548
5,4020,SOLD,549
5,3685,SOLD,550
5,3859,SOLD,551
5,3702,SOLD,552
5,4070,SOLD,553
5,3911,SOLD,554
5,4134,SOLD,555
5,3658,SOLD,556
5,3930,SOLD,557
5,3704,SOLD,558
5,3594,SOLD,559
5,3577,SOLD,560
5,3797,SOLD,561
5,4089,SOLD,562
5,3782,SOLD,563
5,4048,SOLD,564
5,3838,SOLD,565
5,3516,SOLD,566
5,4011,SOLD,567
5,4059,SOLD,568
5,3854,SOLD,569
5,3638,SOLD,570
5,4090,SOLD,571
5,3475,SOLD,572
5,3623,SOLD,573
5,3543,SOLD,574
5,3456,SOLD,575
5,4064,SOLD,576
5,3557,SOLD,577
5,3893,SOLD,578
5,4119,SOLD,579
5,3837,SOLD,580
5,3987,SOLD,581
5,4050,SOLD,582
5,3985,SOLD,583
5,3852,SOLD,584
5,3935,SOLD,585
5,3666,SOLD,586
5,3460,SOLD,587
5,3784,SOLD,588
5,4032,SOLD,589
5,3988,SOLD,590
5,3636,SOLD,591
5,3568,SOLD,592
5,3474,SOLD,593
5,3455,SOLD,594
5,4091,SOLD,595
5,3802,SOLD,596
5,4031,SOLD,597
5,3581,SOLD,598
5,3676,SOLD,599
5,3738,SOLD,600
5,3570,SOLD,601
5,4051,SOLD,602
5,3828,SOLD,603
5,3476,SOLD,604
5,3639,SOLD,605
5,3763,SOLD,606
5,3640,SOLD,607
5,4117,SOLD,608
5,3450,SOLD,609
5,4022,SOLD,610
5,4043,SOLD,611
5,3558,SOLD,612
5,3525,SOLD,613
5,4080,SOLD,614
5,4097,SOLD,615
5,3682,SOLD,616
5,3820,SOLD,617
5,3434,SOLD,618
5,3998,SOLD,619
5,3647,SOLD,620
5,3671,SOLD,621
5,3863,SOLD,622
5,4042,SOLD,623
5,3766,SOLD,624
5,3677,SOLD,625
5,3823,SOLD,626
5,3799,SOLD,627
5,4021,SOLD,628
5,3904,SOLD,629
5,3604,SOLD,630
5,3691,SOLD,631
5,3879,SOLD,632
5,3668,SOLD,633
5,3899,SOLD,634
5,3775,SOLD,635
5,3860,SOLD,636
5,3754,SOLD,637
5,3954,SOLD,638
5,4006,SOLD,639
5,3696,SOLD,640
5,3971,SOLD,641
5,3502,SOLD,642
5,4023,SOLD,643
5,3898,SOLD,644
5,3711,SOLD,645
5,4003,SOLD,646
5,3783,SOLD,647
5,3774,SOLD,648
5,3526,SOLD,649
5,3653,SOLD,650
5,3712,SOLD,651
5,3806,SOLD,652
5,3660,SOLD,653
5,3723,SOLD,654
5,3500,SOLD,655
5,3683,SOLD,656
5,3887,SOLD,657
5,3441,SOLD,658
5,4053,SOLD,659
5,4046,SOLD,660
5,3675,SOLD,661
5,3817,SOLD,662
5,4108,SOLD,663
5,3534,SOLD,664
5,3602,SOLD,665
5,3592,SOLD,666
5,3868,SOLD,667
5,4066,SOLD,668
5,4145,SOLD,669
5,4092,SOLD,670
5,3867,SOLD,671
5,3843,SOLD,672
5,3489,SOLD,673
5,3756,SOLD,674
5,3610,SOLD,675
5,3690,SOLD,676
5,3531,SOLD,677
5,3890,SOLD,678
5,4107,SOLD,679
5,4130,SOLD,680
5,3809,SOLD,681
5,4135,SOLD,682
5,4049,SOLD,683
5,3779,SOLD,684
5,3506,SOLD,685
5,3439,SOLD,686
5,3486,SOLD,687
5,3972,SOLD,688
5,4082,SOLD,689
5,3767,SOLD,690
5,3957,SOLD,691
5,4144,SOLD,692
5,3801,SOLD,693
5,3870,SOLD,694
5,4058,SOLD,695
5,3880,SOLD,696
5,4142,SOLD,697
5,3910,SOLD,698
5,3755,SOLD,699
5,4116,SOLD,700
5,3437,SOLD,701
5,3735,SOLD,702
5,3840,SOLD,703
5,4113,SOLD,704
5,3891,SOLD,705
5,3579,SOLD,706
5,3959,SOLD,707
5,3855,SOLD,708
5,3877,SOLD,709
5,3808,SOLD,710
5,3900,SOLD,711
5,3689,SOLD,712
5,3530,SOLD,713
5,3803,SOLD,714
5,3669,SOLD,715
5,3810,SOLD,716
5,3722,SOLD,717
5,4131,SOLD,718
5,3798,SOLD,719
5,3721,SOLD,720
5,3794,SOLD,721
5,3473,SOLD,722
5,3541,SOLD,723
5,4133,SOLD,724
5,3523,SOLD,725
5,3882,SOLD,726
5,3583,SOLD,727
5,4095,SOLD,728
5,3871,SOLD,729
5,4101,SOLD,730
5,4012,SOLD,731
5,3991,SOLD,732
5,4136,SOLD,733
5,3939,SOLD,734
5,3993,SOLD,735
5,3947,SOLD,736
5,3448,SOLD,737
5,4088,SOLD,738
5,3678,SOLD,739
5,3555,SOLD,740
5,3827,SOLD,741
5,3943,SOLD,742
5,3918,SOLD,743
5,4045,SOLD,744
5,3816,SOLD,745
5,3593,SOLD,746
5,3549,SOLD,747
5,3462,SOLD,748
5,3444,SOLD,749
5,3764,SOLD,750
5,4041,SOLD,751
5,3585,SOLD,752
5,3612,SOLD,753
5,3844,SOLD,754
5,3970,SOLD,755
5,4106,SOLD,756
5,3905,SOLD,757
5,3901,SOLD,758
5,3694,SOLD,759
5,3468,SOLD,760
5,3625,SOLD,761
5,3842,SOLD,762
5,4099,SOLD,763
5,3601,SOLD,764
5,3499,SOLD,765
5,3703,SOLD,766
5,3642,SOLD,767
5,3505,SOLD,768
5,3699,SOLD,769
5,3751,SOLD,770
5,3595,SOLD,771
5,4121,SOLD,772
5,4026,SOLD,773
5,4061,SOLD,774
5,3665,SOLD,775
5,3866,SOLD,776
5,3705,SOLD,777
5,3435,SOLD,778
5,3980,SOLD,779
5,3620,SOLD,780
5,3733,SOLD,781
5,3447,SOLD,782
5,3496,SOLD,783
5,3440,SOLD,784
5,4123,SOLD,785
5,3590,SOLD,786
5,3580,SOLD,787
5,3657,SOLD,788
5,4000,SOLD,789
5,4132,SOLD,790
5,4115,SOLD,791
5,3715,SOLD,792
5,4065,SOLD,793
5,3931,SOLD,794
5,3992,SOLD,795
5,3629,SOLD,796
5,3744,SOLD,797
5,4002,SOLD,798
5,3883,SOLD,799
5,3700,SOLD,800
5,3742,SOLD,801
5,3655,SOLD,802
5,4073,SOLD,803
5,3618,SOLD,804
5,3477,SOLD,805
5,3451,SOLD,806
5,3874,SOLD,807
5,3624,SOLD,808
5,3724,SOLD,809
5,3948,SOLD,810
5,3857,SOLD,811
5,3966,SOLD,812
5,3979,SOLD,813
5,3494,SOLD,814
5,3465,SOLD,815
5,4047,SOLD,816
5,3940,SOLD,817
5,3480,SOLD,818
5,3876,SOLD,819
5,3545,SOLD,820
5,3692,SOLD,821
5,3563,SOLD,822
5,3825,SOLD,823
5,3614,SOLD,824
5,3586,SOLD,825
5,3732,SOLD,826
5,4027,SOLD,827
5,3729,SOLD,828
5,4036,SOLD,829
5,3912,SOLD,830
5,3737,SOLD,831
5,3648,SOLD,832
5,3776,SOLD,833
5,3641,SOLD,834
5,4124,SOLD,835
5,4029,SOLD,836
5,3758,SOLD,837
5,3556,SOLD,838
5,3643,SOLD,839
5,3796,SOLD,840
5,3934,SOLD,841
5,3952,SOLD,842
5,3697,SOLD,843
23,7299,SOLD,844
23,7251,SOLD,850
23,7232,SOLD,852
23,7266,SOLD,857
23,7210,SOLD,861
23,7304,SOLD,862
23,7227,SOLD,866
23,7287,SOLD,870
23,7300,SOLD,881
23,7228,SOLD,891
23,7238,SOLD,893
23,7305,SOLD,909
23,7281,SOLD,914
23,7235,SOLD,917
23,7311,SOLD,920
23,7315,SOLD,921
23,7283,SOLD,927
23,7246,SOLD,931
23,7277,SOLD,939
23,7237,SOLD,945
23,7295,SOLD,946
23,7296,SOLD,948
23,7314,SOLD,952
23,7225,SOLD,955
23,7262,SOLD,958
23,7269,SOLD,964
23,7256,SOLD,965
23,7243,SOLD,968
23,7306,SOLD,972
23,7267,SOLD,980
23,7297,SOLD,990
23,7286,SOLD,1004
23,7254,SOLD,1009
23,7240,SOLD,1012
23,7303,SOLD,1013
23,7230,SOLD,1024
23,7220,SOLD,1027
23,7248,SOLD,1032
23,7309,SOLD,1034
23,7212,SOLD,1036
23,7288,SOLD,1037
23,7234,SOLD,1046
23,7302,SOLD,1056
23,7219,SOLD,1058
23,7285,SOLD,1072
23,7301,SOLD,1076
23,7272,SOLD,1078
23,7221,SOLD,1097
23,7294,SOLD,1100
23,7264,SOLD,1109
23,7218,SOLD,1113
23,7217,SOLD,1127
23,7223,SOLD,1129
23,7215,SOLD,1133
23,7239,SOLD,1137
23,7247,SOLD,1156
23,7313,SOLD,1158
23,7241,SOLD,1162
23,7255,SOLD,1165
23,7280,SOLD,1171
23,7253,SOLD,1173
23,7244,SOLD,1178
23,7226,SOLD,1185
23,7258,SOLD,1193
23,7278,SOLD,1198
23,7259,SOLD,1199
23,7276,SOLD,1202
23,7261,SOLD,1203
23,7275,SOLD,1205
23,7308,SOLD,1209
23,7290,SOLD,1210
23,7213,SOLD,1211
23,7271,SOLD,1217
23,7289,SOLD,1222
23,7233,SOLD,1223
23,7231,SOLD,1225
23,7293,SOLD,1226
23,7279,SOLD,1227
23,7236,SOLD,1240
23,7245,SOLD,1244
23,7291,SOLD,1245
23,7273,SOLD,1252
23,7298,SOLD,1258
23,7252,SOLD,1259
23,7284,SOLD,1261
23,7310,SOLD,1269
23,7312,SOLD,1273
23,7316,SOLD,1274
23,7282,SOLD,1283
23,7211,SOLD,1287
23,7260,SOLD,1289
23,7249,SOLD,1291
23,7268,SOLD,1293
23,7265,SOLD,1296
23,7274,SOLD,1300
23,7257,SOLD,1304
23,7250,SOLD,1307
23,7224,SOLD,1313
23,7270,SOLD,1318
23,7216,SOLD,1321
23,7292,SOLD,1325
23,7307,SOLD,1326
23,7209,SOLD,1335
23,7242,SOLD,1337
23,7222,SOLD,1339
23,7263,SOLD,1340
23,7214,SOLD,1344
23,7229,SOLD,1350
6,3498,SOLD,1352
6,3561,SOLD,1353
6,3757,SOLD,1354
6,3787,SOLD,1355
6,3816,SOLD,1356
6,3790,SOLD,1357
6,3763,SOLD,1358
6,3476,SOLD,1359
6,3463,SOLD,1360
6,3902,SOLD,1361
6,3442,SOLD,1362
6,3699,SOLD,1363
6,3951,SOLD,1364
6,3883,SOLD,1365
6,3792,SOLD,1366
6,4111,SOLD,1367
6,3675,SOLD,1368
6,3958,SOLD,1369
6,4088,SOLD,1370
6,3505,SOLD,1371
6,4103,SOLD,1372
6,3703,SOLD,1373
6,3753,SOLD,1374
6,4039,SOLD,1375
6,3754,SOLD,1376
6,3813,SOLD,1377
6,3529,SOLD,1378
6,3661,SOLD,1379
6,4084,SOLD,1380
6,4145,SOLD,1381
6,3950,SOLD,1382
6,3599,SOLD,1383
6,3574,SOLD,1384
6,4003,SOLD,1385
6,4142,SOLD,1386
6,3772,SOLD,1387
6,3496,SOLD,1388
6,3970,SOLD,1389
6,3652,SOLD,1390
6,3588,SOLD,1391
6,3911,SOLD,1392
6,3926,SOLD,1393
6,3531,SOLD,1394
6,3960,SOLD,1395
6,3587,SOLD,1396
6,4107,SOLD,1397
6,3620,SOLD,1398
6,3535,SOLD,1399
6,3577,SOLD,1400
6,3747,SOLD,1401
6,3562,SOLD,1402
6,3853,SOLD,1403
6,3455,SOLD,1404
6,3615,SOLD,1405
6,3988,SOLD,1406
6,3736,SOLD,1407
6,3565,SOLD,1408
6,3651,SOLD,1409
6,3502,SOLD,1410
6,3534,SOLD,1411
6,3764,SOLD,1412
6,3536,SOLD,1413
6,3746,SOLD,1414
6,4002,SOLD,1415
6,4094,SOLD,1416
6,3977,SOLD,1417
6,3523,SOLD,1418
6,3735,SOLD,1419
6,4031,SOLD,1420
6,3674,SOLD,1421
6,3770,SOLD,1422
6,4108,SOLD,1423
6,3804,SOLD,1424
6,3788,SOLD,1425
6,3867,SOLD,1426
6,3637,SOLD,1427
6,3450,SOLD,1428
6,3582,SOLD,1429
6,3533,SOLD,1430
6,3520,SOLD,1431
6,3939,SOLD,1432
6,3981,SOLD,1433
6,3592,SOLD,1434
6,3982,SOLD,1435
6,3914,SOLD,1436
6,3984,SOLD,1437
6,4082,SOLD,1438
6,3443,SOLD,1439
6,3851,SOLD,1440
6,3728,SOLD,1441
6,3965,SOLD,1442
6,3891,SOLD,1443
6,4146,SOLD,1444
6,3542,SOLD,1445
6,3544,SOLD,1446
6,3683,SOLD,1447
6,4034,SOLD,1448
6,4030,SOLD,1449
6,3848,SOLD,1450
6,3629,SOLD,1451
6,3632,SOLD,1452
6,4055,SOLD,1453
6,3660,SOLD,1454
6,3487,SOLD,1455
6,4116,SOLD,1456
6,3817,SOLD,1457
6,3864,SOLD,1458
32,7222,SOLD,1471
32,7276,SOLD,1473
32,7215,SOLD,1474
32,7221,SOLD,1475
32,7227,SOLD,1482
32,7273,SOLD,1484
32,7302,SOLD,1485
32,7291,SOLD,1488
32,7280,SOLD,1496
32,7270,SOLD,1501
32,7295,SOLD,1505
32,7288,SOLD,1508
32,7226,SOLD,1516
32,7229,SOLD,1527
32,7252,SOLD,1532
32,7285,SOLD,1533
27,7525,SOLD,1538
27,7523,SOLD,1539
27,8001,SOLD,1540
27,8214,SOLD,1541
27,8196,SOLD,1542
27,8084,SOLD,1543
27,7849,SOLD,1544
27,8019,SOLD,1545
27,7907,SOLD,1546
27,8448,SOLD,1547
27,8207,SOLD,1548
27,8187,SOLD,1549
27,8037,SOLD,1551
27,7467,SOLD,1552
27,7733,SOLD,1553
27,8452,SOLD,1554
27,8393,SOLD,1555
27,8328,SOLD,1556
27,7742,SOLD,1559
27,7793,SOLD,1560
27,7670,SOLD,1562
27,7618,SOLD,1564
27,7376,SOLD,1565
27,8378,SOLD,1566
27,8154,SOLD,1568
27,8382,SOLD,1570
27,7905,SOLD,1571
27,7701,SOLD,1572
27,7436,SOLD,1574
27,8225,SOLD,1576
27,7949,SOLD,1579
27,8334,SOLD,1580
27,7545,SOLD,1581
27,7423,SOLD,1584
27,7387,SOLD,1585
27,7661,SOLD,1586
27,7602,SOLD,1588
27,8125,SOLD,1589
27,7850,SOLD,1590
27,7874,SOLD,1591
27,7887,SOLD,1592
27,8455,SOLD,1594
27,8062,SOLD,1595
27,8335,SOLD,1597
27,7676,SOLD,1598
27,8401,SOLD,1599
27,8288,SOLD,1601
27,7993,SOLD,1602
27,7911,SOLD,1604
27,8105,SOLD,1606
27,8266,SOLD,1607
27,8480,SOLD,1609
27,7875,SOLD,1613
27,8264,SOLD,1614
27,7350,SOLD,1615
27,7373,SOLD,1616
27,8091,SOLD,1617
27,8291,SOLD,1618
27,8312,SOLD,1619
27,7506,SOLD,1620
27,8092,SOLD,1621
27,8030,SOLD,1622
27,7430,SOLD,1623
27,8432,SOLD,1625
27,7934,SOLD,1626
27,8237,SOLD,1627
27,7723,SOLD,1629
27,7914,SOLD,1630
27,7452,SOLD,1631
27,7526,SOLD,1632
27,7744,SOLD,1633
27,7606,SOLD,1636
27,7900,SOLD,1637
27,7478,SOLD,1639
27,8198,SOLD,1640
27,7615,SOLD,1642
27,7958,SOLD,1643
27,8071,SOLD,1645
27,8409,SOLD,1646
27,7757,SOLD,1647
27,8370,SOLD,1649
27,7751,SOLD,1650
27,7884,SOLD,1651
27,7413,SOLD,1652
27,7869,SOLD,1653
27,7577,SOLD,1654
